sample_id,robustness,predicted_label,actual_label,correct_prediction
FaceFour_1_3,0.6244426895431815,1,1,True
FaceFour_1_0,0.6421213356087057,1,1,True
FaceFour_1_10,0.6165444931309485,1,1,True
FaceFour_1_11,0.5913532554969776,1,1,True
FaceFour_1_12,0.6430284629739322,1,1,True
FaceFour_1_13,0.6360602054927427,1,1,True
FaceFour_1_14,0.6344233419499188,1,1,True
FaceFour_1_1,0.6147301682275088,1,1,True
FaceFour_1_2,0.6385623292464124,1,1,True
FaceFour_1_7,0.6276203384320664,1,1,True
FaceFour_1_4,0.6281462296971378,1,1,True
FaceFour_1_5,0.6156306922127188,1,1,True
FaceFour_1_6,0.6455333598526225,1,1,True
FaceFour_1_8,0.5390139807002468,1,4,False
FaceFour_1_9,0.6261599621716707,1,1,True
