sample_id,robustness,predicted_label,actual_label,correct_prediction
CinCECGTorso_1_0,0.8246806312838786,1,1,True
CinCECGTorso_1_14,0.8240748995453516,1,1,True
CinCECGTorso_1_15,0.8221429589357907,1,1,True
CinCECGTorso_1_16,0.8232806813498805,1,1,True
CinCECGTorso_1_17,0.8196394502605395,1,1,True
CinCECGTorso_1_18,0.8252689374623399,1,1,True
CinCECGTorso_1_19,0.8226651010332122,1,1,True
CinCECGTorso_1_103,0.8233113224742968,1,1,True
CinCECGTorso_1_100,0.8231988733047766,1,1,True
CinCECGTorso_1_101,0.821578167269033,1,1,True
CinCECGTorso_1_102,0.8234776922377555,1,1,True
CinCECGTorso_1_107,0.8225771887097671,1,1,True
CinCECGTorso_1_104,0.8230457605844662,1,1,True
CinCECGTorso_1_105,0.8232083958742586,1,1,True
CinCECGTorso_1_106,0.8250020739804437,1,1,True
CinCECGTorso_1_108,0.8236483747803784,1,1,True
CinCECGTorso_1_109,0.8259353448111659,1,1,True
CinCECGTorso_1_10,0.8225437977509182,1,1,True
CinCECGTorso_1_113,0.8228729307832299,1,1,True
CinCECGTorso_1_110,0.8249787021560705,1,1,True
CinCECGTorso_1_111,0.8223004853791747,1,1,True
CinCECGTorso_1_112,0.8227414011717027,1,1,True
CinCECGTorso_1_117,0.822134671269727,1,1,True
CinCECGTorso_1_114,0.8222053413241526,1,1,True
CinCECGTorso_1_115,0.8201830438644448,1,1,True
CinCECGTorso_1_116,0.8293239167097526,1,1,True
CinCECGTorso_1_118,0.8241684226988142,1,1,True
CinCECGTorso_1_119,0.8268074287800347,1,1,True
CinCECGTorso_1_11,0.8269761429856712,1,1,True
CinCECGTorso_1_123,0.8223336498736679,1,1,True
CinCECGTorso_1_120,0.8230522559414147,1,1,True
CinCECGTorso_1_121,0.8236862663746181,1,1,True
CinCECGTorso_1_122,0.8207602238982796,1,1,True
CinCECGTorso_1_127,0.8226475963139512,1,1,True
CinCECGTorso_1_124,0.821795737523191,1,1,True
CinCECGTorso_1_125,0.8224173713601314,1,1,True
CinCECGTorso_1_126,0.82552045897326,1,4,False
CinCECGTorso_1_128,0.8231577034919441,1,1,True
CinCECGTorso_1_12,0.8231407108788693,1,1,True
CinCECGTorso_1_13,0.817473322115351,1,1,True
CinCECGTorso_1_1,0.8175263224442219,1,3,False
CinCECGTorso_1_24,0.8219645556623661,1,1,True
CinCECGTorso_1_25,0.8234351705050111,1,1,True
CinCECGTorso_1_26,0.8210078714943829,1,1,True
CinCECGTorso_1_27,0.8226899327907947,1,1,True
CinCECGTorso_1_28,0.8212322012256037,1,4,False
CinCECGTorso_1_29,0.8230209306967294,1,1,True
CinCECGTorso_1_20,0.8231747071583047,1,1,True
CinCECGTorso_1_21,0.8227269171510326,1,1,True
CinCECGTorso_1_22,0.819586231664192,1,1,True
CinCECGTorso_1_23,0.8209303013647185,1,1,True
CinCECGTorso_1_2,0.8219388146520025,1,1,True
CinCECGTorso_1_34,0.8237635950550013,1,1,True
CinCECGTorso_1_35,0.823788675794736,1,1,True
CinCECGTorso_1_36,0.8227237765098216,1,1,True
CinCECGTorso_1_37,0.8229146921497552,1,1,True
CinCECGTorso_1_38,0.8231132383015675,1,1,True
CinCECGTorso_1_39,0.8172336048307658,1,1,True
CinCECGTorso_1_30,0.826766663198822,1,1,True
CinCECGTorso_1_31,0.8250002021998434,1,1,True
CinCECGTorso_1_32,0.8231887602957164,1,1,True
CinCECGTorso_1_33,0.8209720777151696,1,1,True
CinCECGTorso_1_3,0.8213354682870869,1,1,True
CinCECGTorso_1_44,0.8257971331729126,1,1,True
CinCECGTorso_1_45,0.8228643560448443,1,1,True
CinCECGTorso_1_46,0.8224494935211878,1,1,True
CinCECGTorso_1_47,0.8207425859028848,1,1,True
CinCECGTorso_1_48,0.8256636324721507,1,1,True
CinCECGTorso_1_49,0.8233723748441317,1,1,True
CinCECGTorso_1_40,0.8238851842912549,1,1,True
CinCECGTorso_1_41,0.8220054675509259,1,1,True
CinCECGTorso_1_42,0.8243329990715798,1,1,True
CinCECGTorso_1_43,0.8230884058737733,1,1,True
CinCECGTorso_1_4,0.8214405219592428,1,1,True
CinCECGTorso_1_54,0.8230470287992449,1,1,True
CinCECGTorso_1_55,0.8238086561257445,1,1,True
CinCECGTorso_1_56,0.8203649772837391,1,1,True
CinCECGTorso_1_57,0.8211363087398397,1,1,True
CinCECGTorso_1_58,0.8240608676345624,1,1,True
CinCECGTorso_1_59,0.8249434217524803,1,1,True
CinCECGTorso_1_50,0.8238390846864868,1,1,True
CinCECGTorso_1_51,0.8215872928761815,1,1,True
CinCECGTorso_1_52,0.8219130439406244,1,1,True
CinCECGTorso_1_53,0.8205877565261955,1,1,True
CinCECGTorso_1_5,0.822045592138339,1,4,False
CinCECGTorso_1_64,0.8228827678142153,1,1,True
CinCECGTorso_1_65,0.821007544611619,1,1,True
CinCECGTorso_1_66,0.8230426785934887,1,1,True
CinCECGTorso_1_67,0.822473296924475,1,1,True
CinCECGTorso_1_68,0.8233235601522142,1,1,True
CinCECGTorso_1_69,0.822783296688547,1,1,True
CinCECGTorso_1_60,0.822156581873871,1,1,True
CinCECGTorso_1_61,0.8219579069227599,1,1,True
CinCECGTorso_1_62,0.8210581966453239,1,1,True
CinCECGTorso_1_63,0.8235164479475897,1,1,True
CinCECGTorso_1_6,0.8204512664509065,1,1,True
CinCECGTorso_1_74,0.8242801904486958,1,1,True
CinCECGTorso_1_75,0.8231442793167205,1,1,True
CinCECGTorso_1_76,0.8223041106114126,1,1,True
CinCECGTorso_1_77,0.8221837822570601,1,1,True
CinCECGTorso_1_78,0.822681031593983,1,1,True
CinCECGTorso_1_79,0.8213834433334264,1,1,True
CinCECGTorso_1_70,0.8228123144478111,1,1,True
CinCECGTorso_1_71,0.8262691592104937,1,1,True
CinCECGTorso_1_72,0.8232949474299005,1,1,True
CinCECGTorso_1_73,0.8216542282578831,1,1,True
CinCECGTorso_1_7,0.8246917998070117,1,1,True
CinCECGTorso_1_84,0.8223338814642787,1,1,True
CinCECGTorso_1_85,0.8239660536514136,1,1,True
CinCECGTorso_1_86,0.8224968082297273,1,1,True
CinCECGTorso_1_87,0.8219632939689335,1,1,True
CinCECGTorso_1_88,0.8233592347135821,1,1,True
CinCECGTorso_1_89,0.8224543591518789,1,1,True
CinCECGTorso_1_80,0.8231402742941029,1,1,True
CinCECGTorso_1_81,0.8239639758671167,1,1,True
CinCECGTorso_1_82,0.8231927379371751,1,1,True
CinCECGTorso_1_83,0.8232122455193389,1,4,False
CinCECGTorso_1_8,0.8212700125154883,1,1,True
CinCECGTorso_1_94,0.8247355924432503,1,1,True
CinCECGTorso_1_95,0.81981013181578,1,3,False
CinCECGTorso_1_96,0.8226931698389661,1,1,True
CinCECGTorso_1_97,0.8247667023934422,1,1,True
CinCECGTorso_1_98,0.8224038946236905,1,1,True
CinCECGTorso_1_99,0.8248686345440319,1,1,True
CinCECGTorso_1_90,0.8262531942778167,1,1,True
CinCECGTorso_1_91,0.8235436477106816,1,1,True
CinCECGTorso_1_92,0.8243378785394482,1,1,True
CinCECGTorso_1_93,0.8277879368480089,1,1,True
CinCECGTorso_1_9,0.8224872264953514,1,1,True
