sample_id,robustness,predicted_label,actual_label,correct_prediction
Coffee_0_0,0.7068097029675089,0,0,True
Coffee_0_14,0.7540151468334293,0,0,True
Coffee_0_10,0.7760318872208665,0,0,True
Coffee_0_11,0.769694181512798,0,0,True
Coffee_0_12,0.786570728548894,0,0,True
Coffee_0_13,0.793899380878826,0,0,True
Coffee_0_1,0.7449164862607498,0,0,True
Coffee_0_2,0.7285040172727772,0,0,True
Coffee_0_3,0.7888457492071259,0,0,True
Coffee_0_4,0.752154586869749,0,0,True
Coffee_0_5,0.7615533124877452,0,0,True
Coffee_0_6,0.6877491833092442,0,0,True
Coffee_0_7,0.7683095150240413,0,0,True
Coffee_0_8,0.7809176673866278,0,0,True
Coffee_0_9,0.7662652027872343,0,0,True
