sample_id,robustness,predicted_label,actual_label,correct_prediction
Meat_1_4,0.7581224373516303,1,1,True
Meat_1_5,0.7682191985930173,1,1,True
Meat_1_6,0.7677570632487924,1,1,True
Meat_1_7,0.7545973384684924,1,1,True
Meat_1_8,0.7598275547050033,1,1,True
Meat_1_9,0.7614785675801328,1,1,True
Meat_1_0,0.7645670675419232,1,1,True
Meat_1_13,0.7624194181798154,1,1,True
Meat_1_10,0.7591331002284103,1,1,True
Meat_1_11,0.7603515406350834,1,1,True
Meat_1_12,0.7601357673559443,1,1,True
Meat_1_17,0.7587307472435392,1,2,False
Meat_1_14,0.7614831519512527,1,1,True
Meat_1_15,0.760436161687514,1,1,True
Meat_1_16,0.7595709706288282,1,1,True
Meat_1_1,0.7594273057874792,1,1,True
Meat_1_2,0.7584170863588191,1,1,True
Meat_1_3,0.7529659982335747,1,1,True
