sample_id,robustness,predicted_label,actual_label,correct_prediction
Wine_1_4,0.7025356687284319,1,1,True
Wine_1_5,0.7116480047148055,1,1,True
Wine_1_6,0.7105697164391873,1,1,True
Wine_1_7,0.6925706922941783,1,1,True
Wine_1_8,0.6999190994528974,1,1,True
Wine_1_9,0.6902655840166944,1,1,True
Wine_1_0,0.6711461702889938,1,1,True
Wine_1_13,0.7171613660802953,1,1,True
Wine_1_10,0.7231426747253598,1,1,True
Wine_1_11,0.7246071459599724,1,1,True
Wine_1_12,0.7189015693282852,1,1,True
Wine_1_17,0.7225207401466671,1,1,True
Wine_1_14,0.7178495643512741,1,1,True
Wine_1_15,0.7168676563893239,1,1,True
Wine_1_16,0.7181946403362214,1,1,True
Wine_1_18,0.7233829338494066,1,1,True
Wine_1_19,0.69851694745528,1,1,True
Wine_1_1,0.7141974924118905,1,1,True
Wine_1_23,0.7029273442974027,1,1,True
Wine_1_20,0.710951478879791,1,1,True
Wine_1_21,0.7036300616479237,1,1,True
Wine_1_22,0.7102876957788655,1,1,True
Wine_1_27,0.6780212908243965,1,2,False
Wine_1_24,0.7058327626931883,1,2,False
Wine_1_25,0.7057827718611784,1,2,False
Wine_1_26,0.6754339249842343,1,2,False
Wine_1_28,0.6770272573175286,1,2,False
Wine_1_29,0.7193149577644611,1,2,False
Wine_1_2,0.7152056483879723,1,1,True
Wine_1_33,0.7052175124388991,1,2,False
Wine_1_30,0.7211659741814225,1,2,False
Wine_1_31,0.7198731562726226,1,2,False
Wine_1_32,0.7001774714136584,1,2,False
Wine_1_34,0.6968281827079985,1,2,False
Wine_1_35,0.715281621205889,1,2,False
Wine_1_3,0.7167742913950299,1,1,True
