sample_id,robustness,predicted_label,actual_label,correct_prediction
MiddlePhalanxOutlineCorrect_0_0,0.7728116075281547,0,0,True
MiddlePhalanxOutlineCorrect_0_14,0.8121943598256984,0,0,True
MiddlePhalanxOutlineCorrect_0_15,0.799798541506987,0,0,True
MiddlePhalanxOutlineCorrect_0_16,0.7432466944445442,0,0,True
MiddlePhalanxOutlineCorrect_0_17,0.8000065905530237,0,0,True
MiddlePhalanxOutlineCorrect_0_18,0.859552532714634,0,1,False
MiddlePhalanxOutlineCorrect_0_19,0.770971877224105,0,0,True
MiddlePhalanxOutlineCorrect_0_103,0.7853054937261197,0,1,False
MiddlePhalanxOutlineCorrect_0_100,0.8086787836201403,0,0,True
MiddlePhalanxOutlineCorrect_0_101,0.8024720654715465,0,1,False
MiddlePhalanxOutlineCorrect_0_102,0.7932513706502204,0,1,False
MiddlePhalanxOutlineCorrect_0_107,0.849139662085761,0,0,True
MiddlePhalanxOutlineCorrect_0_104,0.738351000355599,0,0,True
MiddlePhalanxOutlineCorrect_0_105,0.8656399758679725,0,0,True
MiddlePhalanxOutlineCorrect_0_106,0.8436534392228683,0,0,True
MiddlePhalanxOutlineCorrect_0_108,0.8468881545442313,0,0,True
MiddlePhalanxOutlineCorrect_0_109,0.8378733207227536,0,0,True
MiddlePhalanxOutlineCorrect_0_10,0.7328235557093299,0,0,True
MiddlePhalanxOutlineCorrect_0_11,0.7340620047155235,0,0,True
MiddlePhalanxOutlineCorrect_0_12,0.7664992856018394,0,0,True
MiddlePhalanxOutlineCorrect_0_13,0.7477368269339864,0,0,True
MiddlePhalanxOutlineCorrect_0_1,0.7715199436083698,0,0,True
MiddlePhalanxOutlineCorrect_0_24,0.7902554202948782,0,0,True
MiddlePhalanxOutlineCorrect_0_25,0.8050448007347922,0,0,True
MiddlePhalanxOutlineCorrect_0_26,0.7376495718424918,0,0,True
MiddlePhalanxOutlineCorrect_0_27,0.8499158939878787,0,0,True
MiddlePhalanxOutlineCorrect_0_28,0.7436139194742412,0,0,True
MiddlePhalanxOutlineCorrect_0_29,0.7951755780894705,0,0,True
MiddlePhalanxOutlineCorrect_0_20,0.7969761031328697,0,0,True
MiddlePhalanxOutlineCorrect_0_21,0.7438830104951724,0,1,False
MiddlePhalanxOutlineCorrect_0_22,0.7975307938212456,0,0,True
MiddlePhalanxOutlineCorrect_0_23,0.8049289797501192,0,0,True
MiddlePhalanxOutlineCorrect_0_2,0.8813852758171818,0,0,True
MiddlePhalanxOutlineCorrect_0_34,0.7733255097811926,0,0,True
MiddlePhalanxOutlineCorrect_0_35,0.7972945213226268,0,0,True
MiddlePhalanxOutlineCorrect_0_36,0.7673340884063355,0,0,True
MiddlePhalanxOutlineCorrect_0_37,0.7432957314412317,0,0,True
MiddlePhalanxOutlineCorrect_0_38,0.7958555288577531,0,0,True
MiddlePhalanxOutlineCorrect_0_39,0.8382259373234959,0,0,True
MiddlePhalanxOutlineCorrect_0_30,0.7440192242178524,0,1,False
MiddlePhalanxOutlineCorrect_0_31,0.8143454190898556,0,0,True
MiddlePhalanxOutlineCorrect_0_32,0.7632487630232972,0,0,True
MiddlePhalanxOutlineCorrect_0_33,0.8088866188206467,0,0,True
