sample_id,robustness,predicted_label,actual_label,correct_prediction
SonyAIBORobotSurface1_1_0,0.692729988753968,1,2,False
SonyAIBORobotSurface1_1_143,0.7064387806124319,1,1,True
SonyAIBORobotSurface1_1_140,0.6974161250587194,1,1,True
SonyAIBORobotSurface1_1_141,0.6966824470774187,1,2,False
SonyAIBORobotSurface1_1_142,0.7010192846391599,1,1,True
SonyAIBORobotSurface1_1_147,0.7049869110766848,1,1,True
SonyAIBORobotSurface1_1_144,0.7068595203989672,1,1,True
SonyAIBORobotSurface1_1_145,0.7010776185600189,1,1,True
SonyAIBORobotSurface1_1_146,0.7070691507744487,1,1,True
SonyAIBORobotSurface1_1_148,0.7105038754686437,1,1,True
SonyAIBORobotSurface1_1_149,0.7003930657205473,1,1,True
SonyAIBORobotSurface1_1_14,0.7043775289632326,1,1,True
SonyAIBORobotSurface1_1_153,0.6947546905491772,1,1,True
SonyAIBORobotSurface1_1_150,0.705620508248236,1,1,True
SonyAIBORobotSurface1_1_151,0.7093292969994296,1,1,True
SonyAIBORobotSurface1_1_152,0.7073869505402456,1,1,True
SonyAIBORobotSurface1_1_157,0.6967252333795602,1,1,True
SonyAIBORobotSurface1_1_154,0.7051597156202681,1,1,True
SonyAIBORobotSurface1_1_155,0.7017241183685814,1,1,True
SonyAIBORobotSurface1_1_156,0.6983604228443241,1,2,False
SonyAIBORobotSurface1_1_158,0.7006966267061105,1,1,True
SonyAIBORobotSurface1_1_159,0.7155213890262699,1,1,True
SonyAIBORobotSurface1_1_15,0.7117426444587147,1,1,True
SonyAIBORobotSurface1_1_160,0.6972805810829422,1,2,False
SonyAIBORobotSurface1_1_161,0.710437254267467,1,1,True
SonyAIBORobotSurface1_1_162,0.7119807625715873,1,1,True
SonyAIBORobotSurface1_1_16,0.7115925498116507,1,1,True
SonyAIBORobotSurface1_1_17,0.702536716579645,1,1,True
SonyAIBORobotSurface1_1_18,0.7084448087856373,1,1,True
SonyAIBORobotSurface1_1_19,0.7029839166128813,1,1,True
SonyAIBORobotSurface1_1_103,0.7154334881608067,1,1,True
SonyAIBORobotSurface1_1_100,0.6948958881217158,1,1,True
SonyAIBORobotSurface1_1_101,0.706465765419616,1,1,True
SonyAIBORobotSurface1_1_102,0.7113068004730321,1,1,True
SonyAIBORobotSurface1_1_107,0.7053424976052025,1,1,True
SonyAIBORobotSurface1_1_104,0.7032533066858528,1,1,True
SonyAIBORobotSurface1_1_105,0.7072222385505909,1,1,True
SonyAIBORobotSurface1_1_106,0.712262398927286,1,1,True
SonyAIBORobotSurface1_1_108,0.7058013918004428,1,1,True
SonyAIBORobotSurface1_1_109,0.6961764613205443,1,2,False
SonyAIBORobotSurface1_1_10,0.7089628966047987,1,1,True
SonyAIBORobotSurface1_1_113,0.6973139645403709,1,2,False
SonyAIBORobotSurface1_1_110,0.7055354200326605,1,1,True
SonyAIBORobotSurface1_1_111,0.7089351386507314,1,1,True
SonyAIBORobotSurface1_1_112,0.7073341049762034,1,1,True
SonyAIBORobotSurface1_1_117,0.7008382284744316,1,1,True
SonyAIBORobotSurface1_1_114,0.7056810857757962,1,1,True
SonyAIBORobotSurface1_1_115,0.6992065171323788,1,1,True
SonyAIBORobotSurface1_1_116,0.6934354655185484,1,2,False
SonyAIBORobotSurface1_1_118,0.6984543702785203,1,2,False
SonyAIBORobotSurface1_1_119,0.7133737963914671,1,1,True
SonyAIBORobotSurface1_1_11,0.7107306856411988,1,1,True
SonyAIBORobotSurface1_1_123,0.7098440881112735,1,1,True
SonyAIBORobotSurface1_1_120,0.7130793797732933,1,1,True
SonyAIBORobotSurface1_1_121,0.7040223087869266,1,1,True
