sample_id,robustness,predicted_label,actual_label,correct_prediction
ToeSegmentation2_0_43,0.7182843464569136,0,0,True
ToeSegmentation2_0_40,0.7238046696831735,0,0,True
ToeSegmentation2_0_41,0.703115842856042,0,0,True
ToeSegmentation2_0_42,0.7143193719483278,0,0,True
ToeSegmentation2_0_47,0.7202191151437036,0,0,True
ToeSegmentation2_0_44,0.7157488534427174,0,0,True
ToeSegmentation2_0_45,0.7015920186269228,0,0,True
ToeSegmentation2_0_46,0.7185422537155202,0,0,True
ToeSegmentation2_0_48,0.7144955658991587,0,0,True
ToeSegmentation2_0_49,0.7236402905338828,0,0,True
ToeSegmentation2_0_4,0.7137683682244906,0,0,True
ToeSegmentation2_0_53,0.7051847596874137,0,0,True
ToeSegmentation2_0_50,0.7213862384865755,0,0,True
ToeSegmentation2_0_51,0.7131453877179823,0,0,True
ToeSegmentation2_0_52,0.7237481328602413,0,0,True
ToeSegmentation2_0_57,0.7232822377877202,0,0,True
ToeSegmentation2_0_54,0.7175794791652426,0,0,True
ToeSegmentation2_0_55,0.7164708134581225,0,0,True
ToeSegmentation2_0_56,0.7171632295874482,0,0,True
ToeSegmentation2_0_58,0.7227613302076228,0,0,True
ToeSegmentation2_0_59,0.7044007840335929,0,0,True
ToeSegmentation2_0_5,0.720852388042846,0,0,True
ToeSegmentation2_0_63,0.7295257658749543,0,0,True
ToeSegmentation2_0_60,0.7168317820620542,0,0,True
ToeSegmentation2_0_61,0.7218851102797637,0,0,True
ToeSegmentation2_0_62,0.7205205989505581,0,0,True
ToeSegmentation2_0_67,0.7095984001273847,0,0,True
ToeSegmentation2_0_64,0.7235933995418775,0,0,True
ToeSegmentation2_0_65,0.725374650369762,0,0,True
ToeSegmentation2_0_66,0.7224024419991224,0,0,True
ToeSegmentation2_0_68,0.7183011458174765,0,0,True
ToeSegmentation2_0_69,0.7091798089663248,0,0,True
ToeSegmentation2_0_6,0.7215323810443348,0,0,True
ToeSegmentation2_0_73,0.7221927795606295,0,0,True
ToeSegmentation2_0_70,0.7204644120566762,0,0,True
ToeSegmentation2_0_71,0.7156204095387864,0,0,True
ToeSegmentation2_0_72,0.7165870578990647,0,0,True
ToeSegmentation2_0_77,0.7207872478127638,0,0,True
ToeSegmentation2_0_74,0.7162891599269525,0,0,True
ToeSegmentation2_0_75,0.718086293852453,0,0,True
ToeSegmentation2_0_76,0.7232279972244948,0,0,True
ToeSegmentation2_0_78,0.7132579411488198,0,0,True
ToeSegmentation2_0_79,0.7133728857482338,0,0,True
ToeSegmentation2_0_7,0.7241308019872115,0,0,True
ToeSegmentation2_0_83,0.7088333309788803,0,0,True
ToeSegmentation2_0_80,0.7100954610004571,0,0,True
ToeSegmentation2_0_81,0.7275117482697739,0,0,True
ToeSegmentation2_0_82,0.7197850541278581,0,0,True
ToeSegmentation2_0_87,0.7190468524600553,0,1,False
ToeSegmentation2_0_84,0.7101889444063398,0,1,False
ToeSegmentation2_0_85,0.7090849271953175,0,1,False
ToeSegmentation2_0_86,0.7116239990651329,0,1,False
ToeSegmentation2_0_88,0.7086812519595802,0,1,False
ToeSegmentation2_0_89,0.713397397511077,0,1,False
ToeSegmentation2_0_8,0.7034781987349249,0,0,True
ToeSegmentation2_0_93,0.7215292038200897,0,1,False
ToeSegmentation2_0_90,0.7187055476671498,0,1,False
ToeSegmentation2_0_91,0.7099837934004153,0,1,False
ToeSegmentation2_0_92,0.7062786570228341,0,1,False
ToeSegmentation2_0_9,0.7154419202694091,0,0,True
ToeSegmentation2_0_0,0.7050838287411725,0,0,True
ToeSegmentation2_0_13,0.7210132766468922,0,0,True
ToeSegmentation2_0_10,0.7227029040695777,0,0,True
ToeSegmentation2_0_11,0.7179257628950058,0,0,True
ToeSegmentation2_0_12,0.7112752579698401,0,0,True
ToeSegmentation2_0_17,0.7137538547312337,0,0,True
ToeSegmentation2_0_14,0.7162890501556978,0,0,True
ToeSegmentation2_0_15,0.7157813392454548,0,0,True
ToeSegmentation2_0_16,0.7230734104475978,0,0,True
ToeSegmentation2_0_18,0.7247919650357058,0,0,True
ToeSegmentation2_0_19,0.7143545856113471,0,0,True
ToeSegmentation2_0_1,0.7230229735067779,0,0,True
ToeSegmentation2_0_23,0.7214427399391352,0,0,True
ToeSegmentation2_0_20,0.7200040219192776,0,0,True
ToeSegmentation2_0_21,0.7052278111773482,0,0,True
ToeSegmentation2_0_22,0.7218918963097886,0,0,True
ToeSegmentation2_0_27,0.7229495603427478,0,0,True
ToeSegmentation2_0_24,0.7071674087457488,0,0,True
ToeSegmentation2_0_25,0.7198034103316007,0,0,True
ToeSegmentation2_0_26,0.7187195363148546,0,0,True
ToeSegmentation2_0_28,0.7190827269582438,0,0,True
ToeSegmentation2_0_29,0.7145582584456205,0,0,True
ToeSegmentation2_0_2,0.7179814288099117,0,0,True
ToeSegmentation2_0_33,0.7155679836154902,0,0,True
ToeSegmentation2_0_30,0.7249200854409847,0,0,True
ToeSegmentation2_0_31,0.716438704245475,0,0,True
ToeSegmentation2_0_32,0.7216915544344651,0,0,True
ToeSegmentation2_0_37,0.7091111878659067,0,0,True
ToeSegmentation2_0_34,0.7203074493077917,0,0,True
ToeSegmentation2_0_35,0.7164802409537512,0,0,True
ToeSegmentation2_0_36,0.7069399052064247,0,0,True
ToeSegmentation2_0_38,0.7183778798569447,0,0,True
ToeSegmentation2_0_39,0.7165670513031595,0,0,True
ToeSegmentation2_0_3,0.7110107080256505,0,0,True
